NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
WP_PATHWAYS_AFFECTED_IN_ADENOID_CYSTIC_CARCINOMA	WP_PATHWAYS_AFFECTED_IN_ADENOID_CYSTIC_CARCINOMA		1	-0.69627	-0.9268557	0.6156863	0.9103931	1.0	344	tags=100%, list=31%, signal=144%	
WP_DYRK1A	WP_DYRK1A		1	-0.687389	-0.92309195	0.59922177	0.91000473	1.0	354	tags=100%, list=31%, signal=146%	
WP_INCLUSION_BODY_MYOSITIS	WP_INCLUSION_BODY_MYOSITIS		1	-0.687389	-0.9185845	0.59683794	0.91052055	1.0	354	tags=100%, list=31%, signal=146%	
WP_REGUCALCIN_IN_PROXIMAL_TUBULE_EPITHELIAL_KIDNEY_CELLS	WP_REGUCALCIN_IN_PROXIMAL_TUBULE_EPITHELIAL_KIDNEY_CELLS		2	-0.58316594	-0.9157647	0.59911895	0.90795565	1.0	48	tags=50%, list=4%, signal=52%	
WP_COPPER_HOMEOSTASIS	WP_COPPER_HOMEOSTASIS		1	-0.687389	-0.91524017	0.6171875	0.9012214	1.0	354	tags=100%, list=31%, signal=146%	
WP_GLYCOGEN_SYNTHESIS_AND_DEGRADATION	WP_GLYCOGEN_SYNTHESIS_AND_DEGRADATION		10	-0.33763367	-0.91297257	0.55487806	0.89785224	1.0	269	tags=50%, list=24%, signal=65%	
WP_ESTROGEN_SIGNALING_PATHWAY	WP_ESTROGEN_SIGNALING_PATHWAY		3	-0.49699113	-0.91130584	0.57274824	0.8934619	1.0	60	tags=33%, list=5%, signal=35%	
WP_ENERGY_METABOLISM	WP_ENERGY_METABOLISM		4	-0.45327434	-0.8989029	0.53932583	0.9089757	1.0	158	tags=50%, list=14%, signal=58%	
WP_THYROID_HORMONES_PRODUCTION_AND_PERIPHERAL_DOWNSTREAM_SIGNALING_EFFECTS	WP_THYROID_HORMONES_PRODUCTION_AND_PERIPHERAL_DOWNSTREAM_SIGNALING_EFFECTS		4	-0.4454936	-0.89488953	0.5586854	0.9090912	1.0	60	tags=25%, list=5%, signal=26%	
WP_ANGIOPOIETINLIKE_PROTEIN_8_REGULATORY_PATHWAY	WP_ANGIOPOIETINLIKE_PROTEIN_8_REGULATORY_PATHWAY		8	-0.3547512	-0.8855505	0.6109661	0.9189689	1.0	158	tags=50%, list=14%, signal=58%	
WP_DEVELOPMENT_OF_URETERIC_COLLECTION_SYSTEM	WP_DEVELOPMENT_OF_URETERIC_COLLECTION_SYSTEM		2	-0.5703675	-0.8838881	0.6203905	0.91457015	1.0	125	tags=50%, list=11%, signal=56%	
WP_GPR40_PATHWAY	WP_GPR40_PATHWAY		1	-0.6589698	-0.8762009	0.693712	0.92162585	1.0	386	tags=100%, list=34%, signal=152%	
WP_COMMON_PATHWAYS_UNDERLYING_DRUG_ADDICTION	WP_COMMON_PATHWAYS_UNDERLYING_DRUG_ADDICTION		4	-0.4419714	-0.8761087	0.6136364	0.9143613	1.0	60	tags=25%, list=5%, signal=26%	
WP_CANCER_IMMUNOTHERAPY_BY_PD1_BLOCKADE	WP_CANCER_IMMUNOTHERAPY_BY_PD1_BLOCKADE		1	-0.651865	-0.8697983	0.6967985	0.9184025	1.0	394	tags=100%, list=35%, signal=154%	
WP_CANNABINOID_RECEPTOR_SIGNALING	WP_CANNABINOID_RECEPTOR_SIGNALING		2	-0.55150443	-0.86855537	0.63516486	0.91349834	1.0	60	tags=50%, list=5%, signal=53%	
WP_P53_TRANSCRIPTIONAL_GENE_NETWORK	WP_P53_TRANSCRIPTIONAL_GENE_NETWORK		4	-0.4499889	-0.8682235	0.6104513	0.90687555	1.0	158	tags=50%, list=14%, signal=58%	
WP_CLEAR_CELL_RENAL_CELL_CARCINOMA_PATHWAYS	WP_CLEAR_CELL_RENAL_CELL_CARCINOMA_PATHWAYS		12	-0.29479662	-0.8676712	0.6230032	0.9008082	1.0	112	tags=25%, list=10%, signal=27%	
WP_RENINANGIOTENSINALDOSTERONE_SYSTEM_RAAS	WP_RENINANGIOTENSINALDOSTERONE_SYSTEM_RAAS		4	-0.4496411	-0.86310667	0.6183206	0.9019228	1.0	126	tags=25%, list=11%, signal=28%	
WP_NONGENOMIC_ACTIONS_OF_125_DIHYDROXYVITAMIN_D3	WP_NONGENOMIC_ACTIONS_OF_125_DIHYDROXYVITAMIN_D3		4	-0.43987107	-0.8575883	0.6392252	0.9051028	1.0	204	tags=50%, list=18%, signal=61%	
WP_MITOCHONDRIAL_FATTY_ACID_SYNTHESIS_PATHWAY	WP_MITOCHONDRIAL_FATTY_ACID_SYNTHESIS_PATHWAY		2	-0.5288889	-0.8495241	0.6507592	0.9127169	1.0	533	tags=100%, list=47%, signal=189%	
WP_THYROXINE_THYROID_HORMONE_PRODUCTION	WP_THYROXINE_THYROID_HORMONE_PRODUCTION		3	-0.47039673	-0.8493957	0.63824886	0.9060193	1.0	66	tags=33%, list=6%, signal=35%	
WP_GLYCOLYSIS_IN_SENESCENCE	WP_GLYCOLYSIS_IN_SENESCENCE		2	-0.5377778	-0.8490096	0.6448203	0.89986223	1.0	523	tags=100%, list=46%, signal=186%	
WP_MAMMALIAN_DISORDER_OF_SEXUAL_DEVELOPMENT	WP_MAMMALIAN_DISORDER_OF_SEXUAL_DEVELOPMENT		2	-0.5167478	-0.83110744	0.67672414	0.92517614	1.0	157	tags=50%, list=14%, signal=58%	
WP_ALANINE_AND_ASPARTATE_METABOLISM	WP_ALANINE_AND_ASPARTATE_METABOLISM		2	-0.53555787	-0.8187296	0.7112069	0.9402023	1.0	81	tags=50%, list=7%, signal=54%	
WP_VITAMIN_DSENSITIVE_CALCIUM_SIGNALING_IN_DEPRESSION	WP_VITAMIN_DSENSITIVE_CALCIUM_SIGNALING_IN_DEPRESSION		1	-0.60923624	-0.8159706	0.7624751	0.9382615	1.0	442	tags=100%, list=39%, signal=164%	
WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS	WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS		56	-0.18760118	-0.8142593	0.8177083	0.93448466	1.0	701	tags=93%, list=62%, signal=233%	
WP_INSULIN_SIGNALING_IN_ADIPOCYTES_NORMAL_CONDITION	WP_INSULIN_SIGNALING_IN_ADIPOCYTES_NORMAL_CONDITION		1	-0.59236234	-0.80264944	0.78541666	0.9480948	1.0	461	tags=100%, list=41%, signal=169%	
WP_RIBOFLAVIN_AND_COQ_DISORDERS	WP_RIBOFLAVIN_AND_COQ_DISORDERS		4	-0.40663838	-0.7983314	0.6934673	0.948602	1.0	284	tags=50%, list=25%, signal=67%	
WP_DDX1_AS_A_REGULATORY_COMPONENT_OF_THE_DROSHA_MICROPROCESSOR	WP_DDX1_AS_A_REGULATORY_COMPONENT_OF_THE_DROSHA_MICROPROCESSOR		1	-0.59946716	-0.7962144	0.8122363	0.9455918	1.0	453	tags=100%, list=40%, signal=167%	
WP_MEVALONATE_ARM_OF_CHOLESTEROL_BIOSYNTHESIS_PATHWAY	WP_MEVALONATE_ARM_OF_CHOLESTEROL_BIOSYNTHESIS_PATHWAY		1	-0.5843695	-0.79141784	0.7791411	0.94740415	1.0	470	tags=100%, list=42%, signal=171%	
WP_MITOCHONDRIAL_GENE_EXPRESSION	WP_MITOCHONDRIAL_GENE_EXPRESSION		1	-0.58081704	-0.7873436	0.8145161	0.94769883	1.0	474	tags=100%, list=42%, signal=172%	
WP_INSULIN_SIGNALING_IN_ADIPOCYTES_DIABETIC_CONDITION	WP_INSULIN_SIGNALING_IN_ADIPOCYTES_DIABETIC_CONDITION		1	-0.59236234	-0.7853563	0.82941175	0.94455105	1.0	461	tags=100%, list=41%, signal=169%	
WP_ACE_INHIBITOR_PATHWAY	WP_ACE_INHIBITOR_PATHWAY		1	-0.57637656	-0.7778984	0.85542166	0.9505603	1.0	479	tags=100%, list=43%, signal=174%	
WP_LEUKOTRIENE_METABOLIC_PATHWAY	WP_LEUKOTRIENE_METABOLIC_PATHWAY		3	-0.4363502	-0.7771548	0.7407407	0.9453035	1.0	95	tags=33%, list=8%, signal=36%	
WP_INFLUENCE_OF_LAMINOPATHIES_ON_WNT_SIGNALING	WP_INFLUENCE_OF_LAMINOPATHIES_ON_WNT_SIGNALING		4	-0.3935886	-0.7726499	0.75352114	0.9461882	1.0	686	tags=100%, list=61%, signal=255%	
WP_NAD_METABOLISM_SIRTUINS_AND_AGING	WP_NAD_METABOLISM_SIRTUINS_AND_AGING		1	-0.58081704	-0.76699346	0.834	0.94881487	1.0	474	tags=100%, list=42%, signal=172%	
WP_ONECARBON_METABOLISM	WP_ONECARBON_METABOLISM		2	-0.47733334	-0.7657573	0.72687227	0.9445684	1.0	591	tags=100%, list=52%, signal=210%	
WP_MFAP5_EFFECT_ON_PERMEABILITY_AND_MOTILITY_OF_ENDOTHELIAL_CELLS_VIA_CYTOSKELETON_REARRANGEMENT	WP_MFAP5_EFFECT_ON_PERMEABILITY_AND_MOTILITY_OF_ENDOTHELIAL_CELLS_VIA_CYTOSKELETON_REARRANGEMENT		6	-0.33028537	-0.7495247	0.7659033	0.9636504	1.0	94	tags=33%, list=8%, signal=36%	
WP_MIRNA_REGULATION_OF_DNA_DAMAGE_RESPONSE	WP_MIRNA_REGULATION_OF_DNA_DAMAGE_RESPONSE		2	-0.4728889	-0.7450974	0.78539824	0.9643999	1.0	596	tags=100%, list=53%, signal=212%	
WP_IL18_SIGNALING_PATHWAY	WP_IL18_SIGNALING_PATHWAY		21	-0.21869096	-0.74011505	0.85953176	0.9654003	1.0	153	tags=19%, list=14%, signal=22%	
WP_IL1_SIGNALING_PATHWAY	WP_IL1_SIGNALING_PATHWAY		2	-0.4649061	-0.73786676	0.78131634	0.9627266	1.0	91	tags=50%, list=8%, signal=54%	
WP_PURINERGIC_SIGNALING	WP_PURINERGIC_SIGNALING		2	-0.48355556	-0.7377117	0.8185745	0.956661	1.0	584	tags=100%, list=52%, signal=207%	
WP_DNA_DAMAGE_RESPONSE	WP_DNA_DAMAGE_RESPONSE		2	-0.4728889	-0.737594	0.81123596	0.9506983	1.0	596	tags=100%, list=53%, signal=212%	
WP_SEROTONIN_AND_ANXIETY	WP_SEROTONIN_AND_ANXIETY		1	-0.5461812	-0.7298348	0.90648854	0.95593446	1.0	513	tags=100%, list=46%, signal=183%	
WP_BENZENE_METABOLISM	WP_BENZENE_METABOLISM		1	-0.54795736	-0.7241835	0.9238477	0.958127	1.0	511	tags=100%, list=45%, signal=183%	
WP_CHOLESTASIS	WP_CHOLESTASIS		1	-0.54795736	-0.72278774	0.9134021	0.9541624	1.0	511	tags=100%, list=45%, signal=183%	
WP_GLYCOSYLATION_AND_RELATED_CONGENITAL_DEFECTS	WP_GLYCOSYLATION_AND_RELATED_CONGENITAL_DEFECTS		1	-0.5408526	-0.7182715	0.92622954	0.95447654	1.0	519	tags=100%, list=46%, signal=185%	
WP_CLOCKCONTROLLED_AUTOPHAGY_IN_BONE_METABOLISM	WP_CLOCKCONTROLLED_AUTOPHAGY_IN_BONE_METABOLISM		2	-0.45357752	-0.7168475	0.8280922	0.95036906	1.0	66	tags=50%, list=6%, signal=53%	
WP_BENZOAPYRENE_METABOLISM	WP_BENZOAPYRENE_METABOLISM		1	-0.54795736	-0.7151999	0.925	0.9468621	1.0	511	tags=100%, list=45%, signal=183%	
WP_ANGIOTENSIN_II_RECEPTOR_TYPE_1_PATHWAY	WP_ANGIOTENSIN_II_RECEPTOR_TYPE_1_PATHWAY		5	-0.32345414	-0.69024533	0.84863526	0.97520405	1.0	48	tags=20%, list=4%, signal=21%	
WP_WNTBETACATENIN_SIGNALING_PATHWAY_IN_LEUKEMIA	WP_WNTBETACATENIN_SIGNALING_PATHWAY_IN_LEUKEMIA		2	-0.43920943	-0.6866997	0.8625793	0.9738682	1.0	197	tags=50%, list=17%, signal=60%	
WP_CIRCADIAN_RHYTHM_GENES	WP_CIRCADIAN_RHYTHM_GENES		9	-0.25547773	-0.6741809	0.90751445	0.9838037	1.0	157	tags=22%, list=14%, signal=26%	
WP_LUNG_FIBROSIS	WP_LUNG_FIBROSIS		4	-0.3323173	-0.66140944	0.8466981	0.99120396	1.0	117	tags=25%, list=10%, signal=28%	
WP_PHASE_I_BIOTRANSFORMATIONS_NON_P450	WP_PHASE_I_BIOTRANSFORMATIONS_NON_P450		2	-0.39519718	-0.6285035	0.91331923	1.0	1.0	179	tags=50%, list=16%, signal=59%	
WP_HEPATOCYTE_GROWTH_FACTOR_RECEPTOR_SIGNALING	WP_HEPATOCYTE_GROWTH_FACTOR_RECEPTOR_SIGNALING		3	-0.32949764	-0.5896345	0.9227373	1.0	1.0	125	tags=33%, list=11%, signal=37%	
WP_OXIDATION_BY_CYTOCHROME_P450	WP_OXIDATION_BY_CYTOCHROME_P450		2	-0.38577777	-0.589326	0.92826086	1.0	1.0	694	tags=100%, list=62%, signal=260%	
WP_FAMILIAL_PARTIAL_LIPODYSTROPHY	WP_FAMILIAL_PARTIAL_LIPODYSTROPHY		4	-0.28940338	-0.5755539	0.95533496	1.0	1.0	803	tags=100%, list=71%, signal=347%	
WP_NANOMATERIAL_INDUCED_APOPTOSIS	WP_NANOMATERIAL_INDUCED_APOPTOSIS		3	-0.30244476	-0.54996717	0.95615864	1.0	1.0	136	tags=33%, list=12%, signal=38%	
WP_EICOSANOID_METABOLISM_VIA_CYCLOOXYGENASES_COX	WP_EICOSANOID_METABOLISM_VIA_CYCLOOXYGENASES_COX		3	-0.29893237	-0.5087555	0.98039216	1.0	1.0	792	tags=100%, list=70%, signal=336%	
WP_PRION_DISEASE_PATHWAY	WP_PRION_DISEASE_PATHWAY		2	-0.32213664	-0.5065201	0.9771784	1.0	1.0	166	tags=50%, list=15%, signal=59%	
WP_HIPPOCAMPAL_SYNAPTOGENESIS_AND_NEUROGENESIS	WP_HIPPOCAMPAL_SYNAPTOGENESIS_AND_NEUROGENESIS		4	-0.25052646	-0.4900883	0.9953917	1.0	1.0	166	tags=25%, list=15%, signal=29%	
WP_PATHWAYS_OF_NUCLEIC_ACID_METABOLISM_AND_INNATE_IMMUNE_SENSING	WP_PATHWAYS_OF_NUCLEIC_ACID_METABOLISM_AND_INNATE_IMMUNE_SENSING		2	-0.31377777	-0.48658627	0.98971194	1.0	1.0	775	tags=100%, list=69%, signal=320%	
WP_VITAMIN_K_METABOLISM_AND_ACTIVATION_OF_DEPENDENT_PROTEINS	WP_VITAMIN_K_METABOLISM_AND_ACTIVATION_OF_DEPENDENT_PROTEINS		2	-0.30844444	-0.48502442	0.99196786	1.0	1.0	781	tags=100%, list=69%, signal=325%	
WP_INHIBITION_OF_EXOSOME_BIOGENESIS_AND_SECRETION_BY_MANUMYCIN_A_IN_CRPC_CELLS	WP_INHIBITION_OF_EXOSOME_BIOGENESIS_AND_SECRETION_BY_MANUMYCIN_A_IN_CRPC_CELLS		4	-0.23743643	-0.4779555	0.9881797	1.0	1.0	301	tags=50%, list=27%, signal=68%	
WP_CORTICOTROPINRELEASING_HORMONE_SIGNALING_PATHWAY	WP_CORTICOTROPINRELEASING_HORMONE_SIGNALING_PATHWAY		9	-0.17787634	-0.47114456	0.994709	1.0	1.0	197	tags=22%, list=17%, signal=27%	
WP_ARSENIC_METABOLISM_AND_REACTIVE_OXYGEN_SPECIES_GENERATION	WP_ARSENIC_METABOLISM_AND_REACTIVE_OXYGEN_SPECIES_GENERATION		3	-0.25	-0.44484633	1.0	0.99897915	1.0	847	tags=100%, list=75%, signal=401%	
